"busco.1035at7399.faa.phy",27,2755
"busco.10364at7399.faa.phy",30,813
"busco.10368at7399.faa.phy",28,709
"busco.10373at7399.faa.phy",30,3195
"busco.10377at7399.faa.phy",35,749
"busco.10381at7399.faa.phy",16,2362
"busco.10395at7399.faa.phy",16,993
"busco.10399at7399.faa.phy",29,618
"busco.103at7399.faa.phy",24,4331
"busco.10402at7399.faa.phy",12,601
"busco.10403at7399.faa.phy",16,507
"busco.10405at7399.faa.phy",29,536
"busco.10406at7399.faa.phy",21,1338
"busco.10407at7399.faa.phy",35,563
"busco.10415at7399.faa.phy",27,2124
"busco.10420at7399.faa.phy",33,502
"busco.10421at7399.faa.phy",36,800
"busco.10426at7399.faa.phy",8,690
"busco.10430at7399.faa.phy",15,703
"busco.10433at7399.faa.phy",11,1464
"busco.10435at7399.faa.phy",25,1530
"busco.10456at7399.faa.phy",24,546
"busco.1045at7399.faa.phy",21,2382
"busco.10466at7399.faa.phy",30,567
"busco.10475at7399.faa.phy",23,538
"busco.10477at7399.faa.phy",24,795
"busco.10480at7399.faa.phy",4,595
"busco.10481at7399.faa.phy",27,732
"busco.1048at7399.faa.phy",8,2297
"busco.10494at7399.faa.phy",31,630
"busco.10495at7399.faa.phy",26,706
"busco.10497at7399.faa.phy",23,771
"busco.10498at7399.faa.phy",23,598
"busco.104at7399.faa.phy",26,5131
"busco.10505at7399.faa.phy",23,698
"busco.10515at7399.faa.phy",26,1202
"busco.10519at7399.faa.phy",31,1193
"busco.10523at7399.faa.phy",28,515
"busco.1052at7399.faa.phy",25,1939
"busco.10530at7399.faa.phy",25,888
"busco.10535at7399.faa.phy",36,1057
"busco.10537at7399.faa.phy",27,672
"busco.10555at7399.faa.phy",30,1255
"busco.10559at7399.faa.phy",24,1132
"busco.10576at7399.faa.phy",25,1454
"busco.1057at7399.faa.phy",25,2280
"busco.10583at7399.faa.phy",31,487
"busco.10585at7399.faa.phy",26,546
"busco.10587at7399.faa.phy",32,507
"busco.10590at7399.faa.phy",31,628
"busco.10598at7399.faa.phy",34,724
"busco.10599at7399.faa.phy",12,527
"busco.105at7399.faa.phy",14,6510
"busco.10600at7399.faa.phy",30,782
"busco.10601at7399.faa.phy",24,607
"busco.10605at7399.faa.phy",20,587
"busco.10610at7399.faa.phy",22,1333
"busco.10620at7399.faa.phy",19,1155
"busco.10627at7399.faa.phy",30,621
"busco.10633at7399.faa.phy",26,717
"busco.10639at7399.faa.phy",24,670
"busco.10646at7399.faa.phy",35,526
"busco.10649at7399.faa.phy",10,712
"busco.10654at7399.faa.phy",27,510
"busco.10668at7399.faa.phy",33,1048
"busco.10673at7399.faa.phy",27,606
"busco.10679at7399.faa.phy",17,552
"busco.10680at7399.faa.phy",11,678
"busco.10683at7399.faa.phy",33,1264
"busco.10685at7399.faa.phy",34,1552
"busco.10687at7399.faa.phy",17,458
"busco.10688at7399.faa.phy",24,546
"busco.10694at7399.faa.phy",20,939
"busco.10695at7399.faa.phy",19,638
"busco.10696at7399.faa.phy",31,549
"busco.10697at7399.faa.phy",25,588
"busco.10703at7399.faa.phy",14,708
"busco.10705at7399.faa.phy",29,693
"busco.10708at7399.faa.phy",27,1134
"busco.10711at7399.faa.phy",27,822
"busco.10712at7399.faa.phy",25,3624
"busco.10714at7399.faa.phy",26,1685
"busco.10716at7399.faa.phy",12,2096
"busco.10717at7399.faa.phy",24,821
"busco.10723at7399.faa.phy",23,603
"busco.10727at7399.faa.phy",22,635
"busco.1072at7399.faa.phy",24,2236
"busco.10749at7399.faa.phy",30,602
"busco.10752at7399.faa.phy",34,517
"busco.10756at7399.faa.phy",31,493
"busco.10757at7399.faa.phy",6,563
"busco.10759at7399.faa.phy",21,705
"busco.10765at7399.faa.phy",29,662
"busco.10766at7399.faa.phy",24,689
"busco.10784at7399.faa.phy",20,680
"busco.10785at7399.faa.phy",20,1265
"busco.10788at7399.faa.phy",26,517
"busco.10789at7399.faa.phy",31,749
"busco.1078at7399.faa.phy",20,2099
"busco.10790at7399.faa.phy",36,558
"busco.10794at7399.faa.phy",10,592
"busco.10802at7399.faa.phy",30,794
"busco.10805at7399.faa.phy",27,658
"busco.10807at7399.faa.phy",33,476
"busco.1081at7399.faa.phy",31,1759
"busco.10822at7399.faa.phy",19,670
"busco.10823at7399.faa.phy",19,918
"busco.10827at7399.faa.phy",24,1888
"busco.10828at7399.faa.phy",24,6286
"busco.10851at7399.faa.phy",34,1241
"busco.10854at7399.faa.phy",32,733
"busco.10857at7399.faa.phy",26,926
"busco.10858at7399.faa.phy",29,454
"busco.10861at7399.faa.phy",30,575
"busco.10871at7399.faa.phy",19,519
"busco.10875at7399.faa.phy",21,635
"busco.1087at7399.faa.phy",12,5261
"busco.10888at7399.faa.phy",23,983
"busco.10889at7399.faa.phy",23,555
"busco.10891at7399.faa.phy",7,637
"busco.10892at7399.faa.phy",28,587
"busco.10899at7399.faa.phy",32,846
"busco.1089at7399.faa.phy",26,3170
"busco.10903at7399.faa.phy",25,467
"busco.10913at7399.faa.phy",25,575
"busco.10914at7399.faa.phy",30,1104
"busco.10915at7399.faa.phy",11,596
"busco.10917at7399.faa.phy",18,753
"busco.10919at7399.faa.phy",17,1152
"busco.10920at7399.faa.phy",25,446
"busco.10922at7399.faa.phy",26,564
"busco.10923at7399.faa.phy",19,786
"busco.10927at7399.faa.phy",20,1025
"busco.10944at7399.faa.phy",28,1021
"busco.10948at7399.faa.phy",25,1091
"busco.10951at7399.faa.phy",22,1150
"busco.10955at7399.faa.phy",33,488
"busco.10957at7399.faa.phy",30,465
"busco.1095at7399.faa.phy",15,2109
"busco.10961at7399.faa.phy",24,557
"busco.10962at7399.faa.phy",30,917
"busco.10967at7399.faa.phy",30,998
"busco.10969at7399.faa.phy",22,1831
"busco.1096at7399.faa.phy",10,1706
"busco.10976at7399.faa.phy",33,631
"busco.10977at7399.faa.phy",32,639
"busco.10978at7399.faa.phy",15,508
"busco.10982at7399.faa.phy",21,648
"busco.10986at7399.faa.phy",25,670
"busco.10994at7399.faa.phy",19,1078
"busco.11006at7399.faa.phy",18,637
"busco.11015at7399.faa.phy",31,1419
"busco.11020at7399.faa.phy",30,495
"busco.11022at7399.faa.phy",28,566
"busco.11023at7399.faa.phy",23,519
"busco.11027at7399.faa.phy",22,616
"busco.11035at7399.faa.phy",19,550
"busco.11040at7399.faa.phy",34,799
"busco.11041at7399.faa.phy",27,888
"busco.11045at7399.faa.phy",32,632
"busco.11047at7399.faa.phy",22,1394
"busco.11048at7399.faa.phy",24,1224
"busco.11063at7399.faa.phy",29,1377
"busco.11068at7399.faa.phy",24,755
"busco.1106at7399.faa.phy",21,1849
"busco.11071at7399.faa.phy",33,713
"busco.11072at7399.faa.phy",27,1032
"busco.11075at7399.faa.phy",30,477
"busco.11076at7399.faa.phy",27,545
"busco.11085at7399.faa.phy",31,1365
"busco.11095at7399.faa.phy",31,846
"busco.11097at7399.faa.phy",26,1686
"busco.11103at7399.faa.phy",26,893
"busco.11104at7399.faa.phy",23,630
"busco.11114at7399.faa.phy",13,1320
"busco.11120at7399.faa.phy",30,1018
"busco.11121at7399.faa.phy",35,678
"busco.11127at7399.faa.phy",16,681
"busco.11136at7399.faa.phy",31,472
"busco.11138at7399.faa.phy",35,530
"busco.11148at7399.faa.phy",25,918
"busco.11154at7399.faa.phy",27,827
"busco.1115at7399.faa.phy",24,2926
"busco.1116at7399.faa.phy",19,1757
"busco.1117at7399.faa.phy",9,1725
"busco.11180at7399.faa.phy",22,537
"busco.11181at7399.faa.phy",28,520
"busco.11184at7399.faa.phy",24,502
"busco.11185at7399.faa.phy",21,1159
"busco.11190at7399.faa.phy",18,4802
"busco.1119at7399.faa.phy",20,1788
"busco.11200at7399.faa.phy",29,642
"busco.11204at7399.faa.phy",35,554
"busco.11210at7399.faa.phy",30,597
"busco.11217at7399.faa.phy",21,931
"busco.1121at7399.faa.phy",28,1550
"busco.11226at7399.faa.phy",33,821
"busco.1124at7399.faa.phy",21,2161
"busco.11251at7399.faa.phy",27,758
"busco.11268at7399.faa.phy",32,637
"busco.11274at7399.faa.phy",16,573
"busco.11276at7399.faa.phy",24,2039
"busco.11279at7399.faa.phy",35,1302
"busco.11280at7399.faa.phy",32,481
"busco.11282at7399.faa.phy",14,526
"busco.11283at7399.faa.phy",14,450
"busco.112at7399.faa.phy",28,4332
"busco.11300at7399.faa.phy",23,601
"busco.11306at7399.faa.phy",27,1390
"busco.11313at7399.faa.phy",25,475
"busco.11316at7399.faa.phy",33,498
"busco.11329at7399.faa.phy",22,746
"busco.11330at7399.faa.phy",28,1315
"busco.11352at7399.faa.phy",20,844
"busco.11356at7399.faa.phy",28,772
"busco.11363at7399.faa.phy",11,596
"busco.11372at7399.faa.phy",23,1171
"busco.11374at7399.faa.phy",25,1637
"busco.11381at7399.faa.phy",27,830
"busco.11386at7399.faa.phy",32,1240
"busco.11387at7399.faa.phy",19,800
"busco.11393at7399.faa.phy",15,450
"busco.11395at7399.faa.phy",24,582
"busco.11399at7399.faa.phy",37,604
"busco.11408at7399.faa.phy",28,2136
"busco.11411at7399.faa.phy",27,611
"busco.11413at7399.faa.phy",27,533
"busco.11415at7399.faa.phy",35,561
"busco.11417at7399.faa.phy",25,791
"busco.11422at7399.faa.phy",25,1027
"busco.11426at7399.faa.phy",22,774
"busco.11427at7399.faa.phy",26,468
"busco.11430at7399.faa.phy",17,564
"busco.11445at7399.faa.phy",23,1160
"busco.11449at7399.faa.phy",30,873
"busco.1144at7399.faa.phy",23,2560
"busco.11465at7399.faa.phy",30,1251
"busco.11468at7399.faa.phy",29,1422
"busco.11470at7399.faa.phy",36,1689
"busco.11472at7399.faa.phy",27,709
"busco.11473at7399.faa.phy",29,799
"busco.11474at7399.faa.phy",31,632
"busco.11479at7399.faa.phy",29,880
"busco.1147at7399.faa.phy",32,3031
"busco.11481at7399.faa.phy",29,1022
"busco.11485at7399.faa.phy",31,934
"busco.11486at7399.faa.phy",31,817
"busco.1148at7399.faa.phy",22,1514
"busco.11491at7399.faa.phy",27,482
"busco.11505at7399.faa.phy",31,1197
"busco.11508at7399.faa.phy",31,780
"busco.11510at7399.faa.phy",19,1463
"busco.11511at7399.faa.phy",30,546
"busco.11512at7399.faa.phy",30,568
"busco.11517at7399.faa.phy",24,659
"busco.11520at7399.faa.phy",28,1147
"busco.11527at7399.faa.phy",31,465
"busco.11528at7399.faa.phy",29,492
"busco.11533at7399.faa.phy",19,797
"busco.11544at7399.faa.phy",16,1441
"busco.11545at7399.faa.phy",30,1784
"busco.11546at7399.faa.phy",35,540
"busco.1154at7399.faa.phy",27,1465
"busco.11554at7399.faa.phy",16,841
"busco.11555at7399.faa.phy",30,668
"busco.11558at7399.faa.phy",30,668
"busco.11562at7399.faa.phy",20,1764
"busco.11563at7399.faa.phy",24,959
"busco.11568at7399.faa.phy",23,501
"busco.11569at7399.faa.phy",16,497
"busco.11571at7399.faa.phy",24,801
"busco.11582at7399.faa.phy",36,1159
"busco.11587at7399.faa.phy",18,940
"busco.1158at7399.faa.phy",22,2293
"busco.11590at7399.faa.phy",33,684
"busco.11591at7399.faa.phy",26,739
"busco.11597at7399.faa.phy",18,949
"busco.1159at7399.faa.phy",11,2900
"busco.11602at7399.faa.phy",22,603
"busco.11604at7399.faa.phy",17,582
"busco.11611at7399.faa.phy",36,1816
"busco.11612at7399.faa.phy",32,598
"busco.11613at7399.faa.phy",32,1094
"busco.11615at7399.faa.phy",13,1205
"busco.11627at7399.faa.phy",34,502
"busco.11631at7399.faa.phy",12,3297
"busco.11633at7399.faa.phy",31,1149
"busco.11635at7399.faa.phy",19,852
"busco.1163at7399.faa.phy",14,1640
"busco.11642at7399.faa.phy",32,618
"busco.11645at7399.faa.phy",32,788
"busco.11647at7399.faa.phy",23,962
"busco.11649at7399.faa.phy",22,1857
"busco.1164at7399.faa.phy",30,2107
"busco.11660at7399.faa.phy",25,629
"busco.11662at7399.faa.phy",19,1039
"busco.11666at7399.faa.phy",21,798
"busco.11672at7399.faa.phy",12,1197
"busco.11674at7399.faa.phy",30,1194
"busco.11677at7399.faa.phy",29,486
"busco.1167at7399.faa.phy",30,2625
"busco.11681at7399.faa.phy",31,474
"busco.11686at7399.faa.phy",29,834
"busco.11687at7399.faa.phy",30,1069
"busco.11694at7399.faa.phy",20,561
"busco.11699at7399.faa.phy",31,1024
"busco.11705at7399.faa.phy",26,758
"busco.11706at7399.faa.phy",32,4135
"busco.11707at7399.faa.phy",31,2582
"busco.11713at7399.faa.phy",32,612
"busco.11717at7399.faa.phy",15,575
"busco.11724at7399.faa.phy",26,1178
"busco.11728at7399.faa.phy",19,478
"busco.11729at7399.faa.phy",34,624
"busco.1172at7399.faa.phy",24,2763
"busco.11734at7399.faa.phy",23,1456
"busco.11740at7399.faa.phy",28,850
"busco.11744at7399.faa.phy",27,913
"busco.11752at7399.faa.phy",13,784
"busco.11756at7399.faa.phy",33,2961
"busco.11770at7399.faa.phy",19,664
"busco.11774at7399.faa.phy",24,462
"busco.1177at7399.faa.phy",24,1638
"busco.11780at7399.faa.phy",18,853
"busco.11781at7399.faa.phy",23,617
"busco.11793at7399.faa.phy",37,961
"busco.11806at7399.faa.phy",35,918
"busco.11811at7399.faa.phy",27,540
"busco.11813at7399.faa.phy",20,517
"busco.11817at7399.faa.phy",27,543
"busco.11827at7399.faa.phy",33,825
"busco.11836at7399.faa.phy",30,951
"busco.11841at7399.faa.phy",31,733
"busco.11842at7399.faa.phy",31,1402
"busco.11848at7399.faa.phy",31,477
"busco.11850at7399.faa.phy",36,2101
"busco.11853at7399.faa.phy",30,626
"busco.11854at7399.faa.phy",14,549
"busco.11856at7399.faa.phy",15,588
"busco.11865at7399.faa.phy",21,1953
"busco.11866at7399.faa.phy",30,1345
"busco.11868at7399.faa.phy",29,420
"busco.11872at7399.faa.phy",27,530
"busco.11875at7399.faa.phy",33,568
"busco.11883at7399.faa.phy",29,501
"busco.11887at7399.faa.phy",12,550
"busco.11891at7399.faa.phy",27,565
"busco.11898at7399.faa.phy",22,663
"busco.118at7399.faa.phy",25,4754
"busco.1190at7399.faa.phy",27,2333
"busco.11913at7399.faa.phy",20,512
"busco.11922at7399.faa.phy",19,688
"busco.11929at7399.faa.phy",30,616
"busco.1192at7399.faa.phy",14,1860
"busco.1193at7399.faa.phy",21,1380
"busco.11941at7399.faa.phy",21,499
"busco.11943at7399.faa.phy",34,1954
"busco.11944at7399.faa.phy",26,1350
"busco.11959at7399.faa.phy",34,681
"busco.1195at7399.faa.phy",31,1944
"busco.11969at7399.faa.phy",36,1526
"busco.1196at7399.faa.phy",16,2259
"busco.11973at7399.faa.phy",22,529
"busco.11981at7399.faa.phy",30,645
"busco.11988at7399.faa.phy",23,980
"busco.11990at7399.faa.phy",28,765
"busco.11992at7399.faa.phy",29,954
"busco.11995at7399.faa.phy",34,527
"busco.11996at7399.faa.phy",35,530
"busco.11999at7399.faa.phy",27,512
"busco.12003at7399.faa.phy",31,795
"busco.12005at7399.faa.phy",33,588
"busco.12008at7399.faa.phy",28,901
"busco.12010at7399.faa.phy",15,568
"busco.12018at7399.faa.phy",9,561
"busco.12023at7399.faa.phy",14,526
"busco.12024at7399.faa.phy",4,517
"busco.12030at7399.faa.phy",26,594
"busco.12046at7399.faa.phy",23,673
"busco.12049at7399.faa.phy",34,1165
"busco.12054at7399.faa.phy",30,443
"busco.12059at7399.faa.phy",13,536
"busco.12065at7399.faa.phy",29,777
"busco.12069at7399.faa.phy",32,492
"busco.12077at7399.faa.phy",11,1142
"busco.12078at7399.faa.phy",33,1369
"busco.12084at7399.faa.phy",21,455
"busco.12085at7399.faa.phy",29,527
"busco.12088at7399.faa.phy",31,533
"busco.12092at7399.faa.phy",30,964
"busco.12094at7399.faa.phy",18,916
"busco.12100at7399.faa.phy",25,488
"busco.12104at7399.faa.phy",33,957
"busco.12105at7399.faa.phy",31,519
"busco.12110at7399.faa.phy",35,544
"busco.12116at7399.faa.phy",19,1040
"busco.12124at7399.faa.phy",26,628
"busco.12133at7399.faa.phy",13,444
"busco.12143at7399.faa.phy",29,672
"busco.12158at7399.faa.phy",21,1542
"busco.12166at7399.faa.phy",20,495
"busco.12167at7399.faa.phy",26,1663
"busco.12168at7399.faa.phy",24,873
"busco.12169at7399.faa.phy",14,601
"busco.12171at7399.faa.phy",23,626
"busco.12176at7399.faa.phy",24,1203
"busco.12184at7399.faa.phy",34,522
"busco.12186at7399.faa.phy",26,655
"busco.12201at7399.faa.phy",23,460
"busco.12204at7399.faa.phy",30,551
"busco.12205at7399.faa.phy",27,459
"busco.12207at7399.faa.phy",31,1451
"busco.12209at7399.faa.phy",32,824
"busco.12215at7399.faa.phy",17,630
"busco.12216at7399.faa.phy",29,520
"busco.12218at7399.faa.phy",27,617
"busco.12226at7399.faa.phy",24,670
"busco.12227at7399.faa.phy",30,793
"busco.12229at7399.faa.phy",34,664
"busco.12232at7399.faa.phy",34,1162
"busco.12238at7399.faa.phy",35,581
"busco.12241at7399.faa.phy",31,888
"busco.12243at7399.faa.phy",33,1340
"busco.12249at7399.faa.phy",23,549
"busco.12254at7399.faa.phy",27,1099
"busco.12255at7399.faa.phy",32,412
"busco.12261at7399.faa.phy",28,548
"busco.12266at7399.faa.phy",23,824
"busco.12271at7399.faa.phy",24,848
"busco.12272at7399.faa.phy",34,1527
"busco.1227at7399.faa.phy",26,2465
"busco.12280at7399.faa.phy",28,584
"busco.12281at7399.faa.phy",30,520
"busco.12303at7399.faa.phy",25,699
"busco.12316at7399.faa.phy",19,436
"busco.12317at7399.faa.phy",27,456
"busco.12319at7399.faa.phy",28,809
"busco.12320at7399.faa.phy",26,618
"busco.12321at7399.faa.phy",17,460
"busco.12324at7399.faa.phy",32,505
"busco.1232at7399.faa.phy",22,1331
"busco.12330at7399.faa.phy",22,576
"busco.12331at7399.faa.phy",22,871
"busco.12338at7399.faa.phy",33,652
"busco.12341at7399.faa.phy",14,661
"busco.12344at7399.faa.phy",29,1177
"busco.12347at7399.faa.phy",17,495
"busco.12353at7399.faa.phy",35,921
"busco.1235at7399.faa.phy",23,1429
"busco.12363at7399.faa.phy",31,857
"busco.12367at7399.faa.phy",26,2296
"busco.12369at7399.faa.phy",28,853
"busco.12370at7399.faa.phy",29,933
"busco.12373at7399.faa.phy",22,586
"busco.12375at7399.faa.phy",31,555
"busco.12377at7399.faa.phy",15,553
"busco.12383at7399.faa.phy",28,446
"busco.12397at7399.faa.phy",26,409
"busco.123at7399.faa.phy",19,5362
"busco.12400at7399.faa.phy",26,463
"busco.12404at7399.faa.phy",31,588
"busco.12406at7399.faa.phy",33,498
"busco.12415at7399.faa.phy",25,648
"busco.12424at7399.faa.phy",28,593
"busco.12425at7399.faa.phy",33,508
"busco.12428at7399.faa.phy",19,614
"busco.1242at7399.faa.phy",11,1413
"busco.12433at7399.faa.phy",16,550
"busco.12437at7399.faa.phy",21,899
"busco.12440at7399.faa.phy",17,479
"busco.12443at7399.faa.phy",33,793
"busco.12444at7399.faa.phy",30,683
"busco.12450at7399.faa.phy",30,1191
"busco.12453at7399.faa.phy",36,552
"busco.12454at7399.faa.phy",33,1470
"busco.12460at7399.faa.phy",4,619
"busco.12461at7399.faa.phy",28,566
"busco.12462at7399.faa.phy",17,554
"busco.12465at7399.faa.phy",23,851
"busco.12469at7399.faa.phy",30,1288
"busco.1246at7399.faa.phy",25,2722
"busco.12470at7399.faa.phy",29,1501
"busco.12482at7399.faa.phy",31,521
"busco.12494at7399.faa.phy",27,742
"busco.12499at7399.faa.phy",21,556
"busco.12502at7399.faa.phy",13,527
"busco.12506at7399.faa.phy",35,582
"busco.12507at7399.faa.phy",22,552
"busco.12517at7399.faa.phy",32,901
"busco.12522at7399.faa.phy",9,405
"busco.12528at7399.faa.phy",32,608
"busco.12535at7399.faa.phy",9,632
"busco.12541at7399.faa.phy",33,814
"busco.12545at7399.faa.phy",16,561
"busco.12549at7399.faa.phy",24,2033
"busco.12553at7399.faa.phy",23,421
"busco.12564at7399.faa.phy",28,522
"busco.12575at7399.faa.phy",30,478
"busco.12577at7399.faa.phy",13,491
"busco.12578at7399.faa.phy",35,1250
"busco.12587at7399.faa.phy",30,1047
"busco.12588at7399.faa.phy",21,789
"busco.12595at7399.faa.phy",32,1013
"busco.1259at7399.faa.phy",22,2227
"busco.12603at7399.faa.phy",19,679
"busco.12604at7399.faa.phy",23,625
"busco.12609at7399.faa.phy",30,4969
"busco.12615at7399.faa.phy",29,1606
"busco.12619at7399.faa.phy",20,913
"busco.1261at7399.faa.phy",36,2813
"busco.12625at7399.faa.phy",23,1432
"busco.12637at7399.faa.phy",20,638
"busco.12638at7399.faa.phy",21,1249
"busco.12643at7399.faa.phy",26,2539
"busco.12647at7399.faa.phy",32,624
"busco.12653at7399.faa.phy",33,453
"busco.12654at7399.faa.phy",28,511
"busco.12659at7399.faa.phy",32,1027
"busco.12661at7399.faa.phy",31,388
"busco.12663at7399.faa.phy",24,523
"busco.12664at7399.faa.phy",31,433
"busco.12668at7399.faa.phy",14,503
"busco.12672at7399.faa.phy",28,1159
"busco.12673at7399.faa.phy",29,543
"busco.12676at7399.faa.phy",16,625
"busco.12677at7399.faa.phy",24,591
"busco.12680at7399.faa.phy",15,1823
"busco.12690at7399.faa.phy",22,754
"busco.12695at7399.faa.phy",33,1422
"busco.12698at7399.faa.phy",18,863
"busco.12701at7399.faa.phy",31,382
"busco.12705at7399.faa.phy",26,553
"busco.12706at7399.faa.phy",23,477
"busco.12707at7399.faa.phy",33,461
"busco.12713at7399.faa.phy",21,720
"busco.12720at7399.faa.phy",16,1761
"busco.12721at7399.faa.phy",28,1886
"busco.12727at7399.faa.phy",31,458
"busco.12728at7399.faa.phy",12,514
"busco.12734at7399.faa.phy",24,622
"busco.1274at7399.faa.phy",20,1544
"busco.12752at7399.faa.phy",32,625
"busco.12753at7399.faa.phy",12,765
"busco.1275at7399.faa.phy",30,1681
"busco.12769at7399.faa.phy",23,613
"busco.12770at7399.faa.phy",23,791
"busco.12779at7399.faa.phy",28,924
"busco.12784at7399.faa.phy",30,684
"busco.1279at7399.faa.phy",18,1870
"busco.12809at7399.faa.phy",29,1016
"busco.12810at7399.faa.phy",16,878
"busco.12825at7399.faa.phy",28,589
"busco.12826at7399.faa.phy",30,582
"busco.1282at7399.faa.phy",26,2146
"busco.1283at7399.faa.phy",22,3230
"busco.12867at7399.faa.phy",30,583
"busco.1286at7399.faa.phy",21,1332
"busco.12873at7399.faa.phy",26,541
"busco.12879at7399.faa.phy",30,1497
"busco.1287at7399.faa.phy",22,1404
"busco.12886at7399.faa.phy",23,553
"busco.1288at7399.faa.phy",23,2212
"busco.12892at7399.faa.phy",30,535
"busco.12894at7399.faa.phy",12,2804
"busco.12895at7399.faa.phy",35,1344
"busco.12899at7399.faa.phy",21,842
"busco.12907at7399.faa.phy",29,748
"busco.12908at7399.faa.phy",27,962
"busco.1290at7399.faa.phy",20,1639
"busco.12913at7399.faa.phy",28,435
"busco.12915at7399.faa.phy",32,573
"busco.12917at7399.faa.phy",20,619
"busco.12927at7399.faa.phy",26,1077
"busco.12932at7399.faa.phy",17,498
"busco.12934at7399.faa.phy",27,479
"busco.12938at7399.faa.phy",33,754
"busco.1293at7399.faa.phy",10,2258
"busco.1294at7399.faa.phy",31,3361
"busco.12953at7399.faa.phy",34,519
"busco.12960at7399.faa.phy",19,947
"busco.12965at7399.faa.phy",29,445
"busco.12969at7399.faa.phy",23,488
"busco.1296at7399.faa.phy",22,2170
"busco.1297at7399.faa.phy",25,1839
"busco.12981at7399.faa.phy",24,1674
"busco.12982at7399.faa.phy",15,1075
"busco.12989at7399.faa.phy",24,499
"busco.1298at7399.faa.phy",33,2519
"busco.12994at7399.faa.phy",27,442
"busco.12997at7399.faa.phy",19,596
"busco.1299at7399.faa.phy",19,1749
"busco.13007at7399.faa.phy",24,470
"busco.13008at7399.faa.phy",26,591
"busco.13018at7399.faa.phy",33,1037
"busco.13021at7399.faa.phy",18,646
"busco.13022at7399.faa.phy",35,5177
"busco.13026at7399.faa.phy",35,764
"busco.13032at7399.faa.phy",28,1655
"busco.13034at7399.faa.phy",25,568
"busco.13035at7399.faa.phy",20,557
"busco.13037at7399.faa.phy",27,877
"busco.1303at7399.faa.phy",26,3190
"busco.13055at7399.faa.phy",17,560
"busco.13074at7399.faa.phy",28,459
"busco.1307at7399.faa.phy",25,2209
"busco.13082at7399.faa.phy",26,762
"busco.13084at7399.faa.phy",30,520
"busco.13085at7399.faa.phy",32,439
"busco.13092at7399.faa.phy",34,748
"busco.13097at7399.faa.phy",30,1455
"busco.13103at7399.faa.phy",22,4837
"busco.13105at7399.faa.phy",29,2509
"busco.13106at7399.faa.phy",21,829
"busco.13110at7399.faa.phy",17,491
"busco.13111at7399.faa.phy",28,725
"busco.13114at7399.faa.phy",25,594
"busco.13120at7399.faa.phy",29,1986
